Elapsed Time (s),Voltage(V),Voltage_noise_1mV(V),Voltage_noise_5mV(V),Voltage_noise_50mV(V)
92.58517034,0.074148297,0.073099205,0.077946372,0.157986983
92.78557114,0.072144289,0.073290916,0.070335847,0.028337813
92.98597194,0.070140281,0.071208358,0.062505596,0.130775775
93.18637275,0.068136273,0.068468311,0.069769263,0.0306485
93.38677355,0.066132265,0.065330094,0.067815699,-0.047193767
93.58717435,0.064128257,0.063997454,0.06277581,0.046233633
93.78757515,0.062124248,0.061826488,0.05632527,0.078431071
93.98797595,0.06012024,0.059775267,0.056416865,0.066797797
94.18837675,0.058116232,0.055610163,0.05654745,0.06329613
94.38877756,0.056112224,0.055254298,0.05173456,0.070933367
94.58917836,0.054108216,0.053918108,0.044507325,0.064936
94.78957916,0.052104208,0.053620636,0.048257774,0.041302293
94.98997996,0.0501002,0.050260943,0.049791481,0.020031132
95.19038076,0.048096192,0.049497081,0.045560892,0.03480615
95.39078156,0.046092184,0.045698477,0.04571432,0.028508556
95.59118236,0.044088176,0.043835488,0.044506466,0.028942045
95.79158317,0.042084168,0.038184747,0.046567046,-0.013063503
95.99198397,0.04008016,0.040543491,0.051099281,0.012950441
96.19238477,0.038076152,0.038623248,0.041735047,0.042187462
96.39278557,0.036072144,0.037835903,0.029050502,0.05154309
96.59318637,0.034068136,0.033581375,0.020783412,0.030866689
96.79358717,0.032064128,0.032158282,0.031591817,0.022881133
96.99398798,0.03006012,0.029354592,0.030417062,0.056782614
97.19438878,0.028056112,0.026879855,0.022246746,0.068779545
97.39478958,0.026052104,0.025338996,0.027412265,0.060056098
97.59519038,0.024048096,0.023703098,0.020213398,-0.063447358
97.79559118,0.022044088,0.023399526,0.024057437,-0.000726166
97.99599198,0.02004008,0.020042292,0.018412489,0.05532281
98.19639279,0.018036072,0.017245527,0.020023385,0.043805938
98.39679359,0.016032064,0.016173942,0.007316088,0.050022594
98.59719439,0.014028056,0.014245627,0.011835722,0.029745632
98.79759519,0.012024048,0.011347816,0.011281068,-0.030652792
98.99799599,0.01002004,0.011163274,0.002895666,0.071148267
99.19839679,0.008016032,0.006127683,0.017427723,-0.059963412
99.3987976,0.006012024,0.005798479,0.003308157,0.055299914
99.5991984,0.004008016,0.004673082,0.010957875,0.003189259
99.7995992,0.002004008,0.000665575,-0.001317702,-0.071628703
100,0,0.000361254,-0.001149856,-0.01980794
